Location,Period,Indicator,Dim1,First Tooltip
Mauritania,2016,Life expectancy at birth (years),Female,65.23
Mauritania,2016,Life expectancy at age 60 (years),Both sexes,16.54
Mauritania,2016,Life expectancy at age 60 (years),Male,15.83
Mauritania,2016,Life expectancy at age 60 (years),Female,17.14
Mauritania,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,56.37
Mauritania,2016,Healthy life expectancy (HALE) at birth (years),Male,55.56
Mauritania,2016,Healthy life expectancy (HALE) at birth (years),Female,57.17
Mauritania,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.37
Mauritania,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.86
Mauritania,2016,Healthy life expectancy (HALE) at age 60 (years),Female,12.81
Mauritius,2016,Life expectancy at birth (years),Both sexes,74.82
Mauritius,2016,Life expectancy at birth (years),Male,71.61
Mauritius,2016,Life expectancy at birth (years),Female,78.13
Mauritius,2016,Life expectancy at age 60 (years),Both sexes,20.73
Mauritius,2016,Life expectancy at age 60 (years),Male,18.91
Mauritius,2016,Life expectancy at age 60 (years),Female,22.34
Mauritius,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,65.8
Mauritius,2016,Healthy life expectancy (HALE) at birth (years),Male,63.55
Mauritius,2016,Healthy life expectancy (HALE) at birth (years),Female,68.18
Mauritius,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.91
Mauritius,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.59
Mauritius,2016,Healthy life expectancy (HALE) at age 60 (years),Female,17.08
Mexico,2016,Life expectancy at birth (years),Both sexes,76.56
Mexico,2016,Life expectancy at birth (years),Male,73.96
Mexico,2016,Life expectancy at birth (years),Female,79.21
Mexico,2016,Life expectancy at age 60 (years),Both sexes,22.31
Mexico,2016,Life expectancy at age 60 (years),Male,21
Mexico,2016,Life expectancy at age 60 (years),Female,23.54
Mexico,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,67.71
Mexico,2016,Healthy life expectancy (HALE) at birth (years),Male,65.82
Mexico,2016,Healthy life expectancy (HALE) at birth (years),Female,69.64
Mexico,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,17.14
Mexico,2016,Healthy life expectancy (HALE) at age 60 (years),Male,16.19
Mexico,2016,Healthy life expectancy (HALE) at age 60 (years),Female,18.03
Micronesia (Federated States of),2016,Life expectancy at birth (years),Both sexes,69.6
Micronesia (Federated States of),2016,Life expectancy at birth (years),Male,68.37
Micronesia (Federated States of),2016,Life expectancy at birth (years),Female,70.82
Micronesia (Federated States of),2016,Life expectancy at age 60 (years),Both sexes,17.32
Micronesia (Federated States of),2016,Life expectancy at age 60 (years),Male,16.5
Micronesia (Federated States of),2016,Life expectancy at age 60 (years),Female,18.1
Micronesia (Federated States of),2016,Healthy life expectancy (HALE) at birth (years),Both sexes,61.06
Micronesia (Federated States of),2016,Healthy life expectancy (HALE) at birth (years),Male,60.41
Micronesia (Federated States of),2016,Healthy life expectancy (HALE) at birth (years),Female,61.71
Micronesia (Federated States of),2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.02
Micronesia (Federated States of),2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.52
Micronesia (Federated States of),2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.5
Mongolia,2016,Life expectancy at birth (years),Both sexes,69.8
Mongolia,2016,Life expectancy at birth (years),Male,65.68
Mongolia,2016,Life expectancy at birth (years),Female,74.2
Mongolia,2016,Life expectancy at age 60 (years),Both sexes,17.27
Mongolia,2016,Life expectancy at age 60 (years),Male,15.22
Mongolia,2016,Life expectancy at age 60 (years),Female,19.15
Mongolia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,61.94
Mongolia,2016,Healthy life expectancy (HALE) at birth (years),Male,58.58
Mongolia,2016,Healthy life expectancy (HALE) at birth (years),Female,65.52
Mongolia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.3
Mongolia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.74
Mongolia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.74
Montenegro,2016,Life expectancy at birth (years),Both sexes,76.8
Montenegro,2016,Life expectancy at birth (years),Male,74.36
Montenegro,2016,Life expectancy at birth (years),Female,79.23
Montenegro,2016,Life expectancy at age 60 (years),Both sexes,20.23
Montenegro,2016,Life expectancy at age 60 (years),Male,18.58
Montenegro,2016,Life expectancy at age 60 (years),Female,21.73
Montenegro,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,68.13
Montenegro,2016,Healthy life expectancy (HALE) at birth (years),Male,66.11
Montenegro,2016,Healthy life expectancy (HALE) at birth (years),Female,70.15
Montenegro,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.71
Montenegro,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.32
Montenegro,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.96
Morocco,2016,Life expectancy at birth (years),Both sexes,75.96
Morocco,2016,Life expectancy at birth (years),Male,74.82
Morocco,2016,Life expectancy at birth (years),Female,77.05
Morocco,2016,Life expectancy at age 60 (years),Both sexes,20.54
Morocco,2016,Life expectancy at age 60 (years),Male,19.62
Morocco,2016,Life expectancy at age 60 (years),Female,21.38
Morocco,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,65.29
Morocco,2016,Healthy life expectancy (HALE) at birth (years),Male,65.04
Morocco,2016,Healthy life expectancy (HALE) at birth (years),Female,65.53
Morocco,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.05
Morocco,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.6
Morocco,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.46
Mozambique,2016,Life expectancy at birth (years),Both sexes,60.1
Mozambique,2016,Life expectancy at birth (years),Male,57.72
Mozambique,2016,Life expectancy at birth (years),Female,62.34
Mozambique,2016,Life expectancy at age 60 (years),Both sexes,17.87
Mozambique,2016,Life expectancy at age 60 (years),Male,17.05
Mozambique,2016,Life expectancy at age 60 (years),Female,18.52
Mozambique,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,52.18
Mozambique,2016,Healthy life expectancy (HALE) at birth (years),Male,50.34
Mozambique,2016,Healthy life expectancy (HALE) at birth (years),Female,53.91
Mozambique,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.98
Mozambique,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.3
Mozambique,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.52
Myanmar,2016,Life expectancy at birth (years),Both sexes,66.8
Myanmar,2016,Life expectancy at birth (years),Male,64.63
Myanmar,2016,Life expectancy at birth (years),Female,68.92
Myanmar,2016,Life expectancy at age 60 (years),Both sexes,16.85
Myanmar,2016,Life expectancy at age 60 (years),Male,15.77
Myanmar,2016,Life expectancy at age 60 (years),Female,17.79
Myanmar,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,58.41
Myanmar,2016,Healthy life expectancy (HALE) at birth (years),Male,56.86
Myanmar,2016,Healthy life expectancy (HALE) at birth (years),Female,59.92
Myanmar,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.02
Myanmar,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.31
Myanmar,2016,Healthy life expectancy (HALE) at age 60 (years),Female,12.64
Namibia,2016,Life expectancy at birth (years),Both sexes,63.68
Namibia,2016,Life expectancy at birth (years),Male,61.08
Namibia,2016,Life expectancy at birth (years),Female,66.1
Namibia,2016,Life expectancy at age 60 (years),Both sexes,16.73
Namibia,2016,Life expectancy at age 60 (years),Male,15.31
Namibia,2016,Life expectancy at age 60 (years),Female,17.84
Namibia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,55.94
Namibia,2016,Healthy life expectancy (HALE) at birth (years),Male,53.8
Namibia,2016,Healthy life expectancy (HALE) at birth (years),Female,57.93
Namibia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.79
Namibia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.58
Namibia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.74
Nepal,2016,Life expectancy at birth (years),Both sexes,70.21
Nepal,2016,Life expectancy at birth (years),Male,68.76
Nepal,2016,Life expectancy at birth (years),Female,71.64
Nepal,2016,Life expectancy at age 60 (years),Both sexes,17.61
Nepal,2016,Life expectancy at age 60 (years),Male,16.66
Nepal,2016,Life expectancy at age 60 (years),Female,18.52
Nepal,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,61.28
Nepal,2016,Healthy life expectancy (HALE) at birth (years),Male,60.51
Nepal,2016,Healthy life expectancy (HALE) at birth (years),Female,62.07
Nepal,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.1
Nepal,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.52
Nepal,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.64
Netherlands,2016,Life expectancy at birth (years),Both sexes,81.63
Netherlands,2016,Life expectancy at birth (years),Male,79.98
Netherlands,2016,Life expectancy at birth (years),Female,83.19
Netherlands,2016,Life expectancy at age 60 (years),Both sexes,23.98
Netherlands,2016,Life expectancy at age 60 (years),Male,22.51
Netherlands,2016,Life expectancy at age 60 (years),Female,25.32
Netherlands,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,72.07
Netherlands,2016,Healthy life expectancy (HALE) at birth (years),Male,71.32
Netherlands,2016,Healthy life expectancy (HALE) at birth (years),Female,72.8
Netherlands,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,18.9
Netherlands,2016,Healthy life expectancy (HALE) at age 60 (years),Male,17.83
Netherlands,2016,Healthy life expectancy (HALE) at age 60 (years),Female,19.88
New Zealand,2016,Life expectancy at birth (years),Both sexes,82.25
New Zealand,2016,Life expectancy at birth (years),Male,80.5
New Zealand,2016,Life expectancy at birth (years),Female,83.95
New Zealand,2016,Life expectancy at age 60 (years),Both sexes,25.29
New Zealand,2016,Life expectancy at age 60 (years),Male,24.08
New Zealand,2016,Life expectancy at age 60 (years),Female,26.42
New Zealand,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,72.84
New Zealand,2016,Healthy life expectancy (HALE) at birth (years),Male,71.82
New Zealand,2016,Healthy life expectancy (HALE) at birth (years),Female,73.94
New Zealand,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,20.33
New Zealand,2016,Healthy life expectancy (HALE) at age 60 (years),Male,19.35
New Zealand,2016,Healthy life expectancy (HALE) at age 60 (years),Female,21.25
Nicaragua,2016,Life expectancy at birth (years),Both sexes,75.48
Nicaragua,2016,Life expectancy at birth (years),Male,72.47
Nicaragua,2016,Life expectancy at birth (years),Female,78.42
Nicaragua,2016,Life expectancy at age 60 (years),Both sexes,22.79
Nicaragua,2016,Life expectancy at age 60 (years),Male,21.48
Nicaragua,2016,Life expectancy at age 60 (years),Female,23.91
Nicaragua,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.91
Nicaragua,2016,Healthy life expectancy (HALE) at birth (years),Male,64.75
Nicaragua,2016,Healthy life expectancy (HALE) at birth (years),Female,69.01
Nicaragua,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,17.51
Nicaragua,2016,Healthy life expectancy (HALE) at age 60 (years),Male,16.66
Nicaragua,2016,Healthy life expectancy (HALE) at age 60 (years),Female,18.24
Niger,2016,Life expectancy at birth (years),Both sexes,59.83
Niger,2016,Life expectancy at birth (years),Male,58.98
Niger,2016,Life expectancy at birth (years),Female,60.75
Niger,2016,Life expectancy at age 60 (years),Both sexes,16.19
Niger,2016,Life expectancy at age 60 (years),Male,15.58
Niger,2016,Life expectancy at age 60 (years),Female,16.8
Niger,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,52.54
Niger,2016,Healthy life expectancy (HALE) at birth (years),Male,52.02
Niger,2016,Healthy life expectancy (HALE) at birth (years),Female,53.12
Niger,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,11.93
Niger,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.45
Niger,2016,Healthy life expectancy (HALE) at age 60 (years),Female,12.42
Nigeria,2016,Life expectancy at birth (years),Both sexes,55.19
Nigeria,2016,Life expectancy at birth (years),Male,54.68
Nigeria,2016,Life expectancy at birth (years),Female,55.71
Nigeria,2016,Life expectancy at age 60 (years),Both sexes,13.93
Nigeria,2016,Life expectancy at age 60 (years),Male,13.67
Nigeria,2016,Life expectancy at age 60 (years),Female,14.18
Nigeria,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,48.95
Nigeria,2016,Healthy life expectancy (HALE) at birth (years),Male,48.69
Nigeria,2016,Healthy life expectancy (HALE) at birth (years),Female,49.21
Nigeria,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,10.69
Nigeria,2016,Healthy life expectancy (HALE) at age 60 (years),Male,10.47
Nigeria,2016,Healthy life expectancy (HALE) at age 60 (years),Female,10.9
Norway,2016,Life expectancy at birth (years),Both sexes,82.48
Norway,2016,Life expectancy at birth (years),Male,80.61
Norway,2016,Life expectancy at birth (years),Female,84.31
Norway,2016,Life expectancy at age 60 (years),Both sexes,24.72
Norway,2016,Life expectancy at age 60 (years),Male,23.24
Norway,2016,Life expectancy at age 60 (years),Female,26.08
Norway,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,73.03
Norway,2016,Healthy life expectancy (HALE) at birth (years),Male,71.81
Norway,2016,Healthy life expectancy (HALE) at birth (years),Female,74.26
Norway,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,19.57
Norway,2016,Healthy life expectancy (HALE) at age 60 (years),Male,18.41
Norway,2016,Healthy life expectancy (HALE) at age 60 (years),Female,20.65
Oman,2016,Life expectancy at birth (years),Both sexes,77
Oman,2016,Life expectancy at birth (years),Male,75.33
Oman,2016,Life expectancy at birth (years),Female,79.46
Oman,2016,Life expectancy at age 60 (years),Both sexes,21.15
Oman,2016,Life expectancy at age 60 (years),Male,19.87
Oman,2016,Life expectancy at age 60 (years),Female,22.59
Oman,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,65.61
Oman,2016,Healthy life expectancy (HALE) at birth (years),Male,64.01
Oman,2016,Healthy life expectancy (HALE) at birth (years),Female,67.69
Oman,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.63
Oman,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.24
Oman,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.11
Pakistan,2016,Life expectancy at birth (years),Both sexes,66.53
Pakistan,2016,Life expectancy at birth (years),Male,65.72
Pakistan,2016,Life expectancy at birth (years),Female,67.39
Pakistan,2016,Life expectancy at age 60 (years),Both sexes,17.84
Pakistan,2016,Life expectancy at age 60 (years),Male,17.6
Pakistan,2016,Life expectancy at age 60 (years),Female,18.08
Pakistan,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,57.73
Pakistan,2016,Healthy life expectancy (HALE) at birth (years),Male,57.58
Pakistan,2016,Healthy life expectancy (HALE) at birth (years),Female,57.89
Pakistan,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.98
Pakistan,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.01
Pakistan,2016,Healthy life expectancy (HALE) at age 60 (years),Female,12.94
Panama,2016,Life expectancy at birth (years),Both sexes,78.03
Panama,2016,Life expectancy at birth (years),Male,75.04
Panama,2016,Life expectancy at birth (years),Female,81.21
Panama,2016,Life expectancy at age 60 (years),Both sexes,24
Panama,2016,Life expectancy at age 60 (years),Male,22.35
Panama,2016,Life expectancy at age 60 (years),Female,25.65
Panama,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,69.43
Panama,2016,Healthy life expectancy (HALE) at birth (years),Male,67.22
Panama,2016,Healthy life expectancy (HALE) at birth (years),Female,71.77
Panama,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,18.81
Panama,2016,Healthy life expectancy (HALE) at age 60 (years),Male,17.6
Panama,2016,Healthy life expectancy (HALE) at age 60 (years),Female,20.02
Papua New Guinea,2016,Life expectancy at birth (years),Both sexes,65.91
Papua New Guinea,2016,Life expectancy at birth (years),Male,63.63
Papua New Guinea,2016,Life expectancy at birth (years),Female,68.31
Papua New Guinea,2016,Life expectancy at age 60 (years),Both sexes,16.9
Papua New Guinea,2016,Life expectancy at age 60 (years),Male,15.17
Papua New Guinea,2016,Life expectancy at age 60 (years),Female,18.55
Papua New Guinea,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,58.04
Papua New Guinea,2016,Healthy life expectancy (HALE) at birth (years),Male,56.67
Papua New Guinea,2016,Healthy life expectancy (HALE) at birth (years),Female,59.48
Papua New Guinea,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.22
Papua New Guinea,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.1
Papua New Guinea,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.28
Paraguay,2016,Life expectancy at birth (years),Both sexes,74.19
Paraguay,2016,Life expectancy at birth (years),Male,72.36
Paraguay,2016,Life expectancy at birth (years),Female,76.15
Paraguay,2016,Life expectancy at age 60 (years),Both sexes,21.25
Paraguay,2016,Life expectancy at age 60 (years),Male,20.14
Paraguay,2016,Life expectancy at age 60 (years),Female,22.39
Paraguay,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,65.27
Paraguay,2016,Healthy life expectancy (HALE) at birth (years),Male,64.24
Paraguay,2016,Healthy life expectancy (HALE) at birth (years),Female,66.36
Paraguay,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,16.32
Paraguay,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.63
Paraguay,2016,Healthy life expectancy (HALE) at age 60 (years),Female,17.01
Peru,2016,Life expectancy at birth (years),Both sexes,75.86
Peru,2016,Life expectancy at birth (years),Male,73.42
Peru,2016,Life expectancy at birth (years),Female,78.34
Peru,2016,Life expectancy at age 60 (years),Both sexes,21.63
Peru,2016,Life expectancy at age 60 (years),Male,20.11
Peru,2016,Life expectancy at age 60 (years),Female,23.08
Peru,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,67.47
Peru,2016,Healthy life expectancy (HALE) at birth (years),Male,65.77
Peru,2016,Healthy life expectancy (HALE) at birth (years),Female,69.19
Peru,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,17.01
Peru,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.92
Peru,2016,Healthy life expectancy (HALE) at age 60 (years),Female,18.03
Philippines,2016,Life expectancy at birth (years),Both sexes,69.31
Philippines,2016,Life expectancy at birth (years),Male,66.22
Philippines,2016,Life expectancy at birth (years),Female,72.63
Philippines,2016,Life expectancy at age 60 (years),Both sexes,17.58
Philippines,2016,Life expectancy at age 60 (years),Male,15.7
Philippines,2016,Life expectancy at age 60 (years),Female,19.38
Philippines,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,61.71
Philippines,2016,Healthy life expectancy (HALE) at birth (years),Male,59.37
Philippines,2016,Healthy life expectancy (HALE) at birth (years),Female,64.21
Philippines,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.47
Philippines,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.07
Philippines,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.79
Poland,2016,Life expectancy at birth (years),Both sexes,77.75
Poland,2016,Life expectancy at birth (years),Male,73.83
Poland,2016,Life expectancy at birth (years),Female,81.58
Poland,2016,Life expectancy at age 60 (years),Both sexes,21.82
Poland,2016,Life expectancy at age 60 (years),Male,19.08
Poland,2016,Life expectancy at age 60 (years),Female,24.12
Poland,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,68.53
Poland,2016,Healthy life expectancy (HALE) at birth (years),Male,65.36
Poland,2016,Healthy life expectancy (HALE) at birth (years),Female,71.68
Poland,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,16.64
Poland,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.5
Poland,2016,Healthy life expectancy (HALE) at age 60 (years),Female,18.44
Portugal,2016,Life expectancy at birth (years),Both sexes,81.53
Portugal,2016,Life expectancy at birth (years),Male,78.35
Portugal,2016,Life expectancy at birth (years),Female,84.52
Portugal,2016,Life expectancy at age 60 (years),Both sexes,24.49
Portugal,2016,Life expectancy at age 60 (years),Male,22.29
Portugal,2016,Life expectancy at age 60 (years),Female,26.39
Portugal,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,71.99
Portugal,2016,Healthy life expectancy (HALE) at birth (years),Male,70.04
Portugal,2016,Healthy life expectancy (HALE) at birth (years),Female,73.95
Portugal,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,19.39
Portugal,2016,Healthy life expectancy (HALE) at age 60 (years),Male,17.86
Portugal,2016,Healthy life expectancy (HALE) at age 60 (years),Female,20.72
Qatar,2016,Life expectancy at birth (years),Both sexes,78.07
Qatar,2016,Life expectancy at birth (years),Male,77.28
Qatar,2016,Life expectancy at birth (years),Female,79.87
Qatar,2016,Life expectancy at age 60 (years),Both sexes,20.94
Qatar,2016,Life expectancy at age 60 (years),Male,20.37
Qatar,2016,Life expectancy at age 60 (years),Female,22.03
Qatar,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,68.64
Qatar,2016,Healthy life expectancy (HALE) at birth (years),Male,68.43
Qatar,2016,Healthy life expectancy (HALE) at birth (years),Female,68.38
Qatar,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.71
Qatar,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.42
Qatar,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.07
Republic of Korea,2016,Life expectancy at birth (years),Both sexes,82.66
Republic of Korea,2016,Life expectancy at birth (years),Male,79.46
Republic of Korea,2016,Life expectancy at birth (years),Female,85.61
Republic of Korea,2016,Life expectancy at age 60 (years),Both sexes,25.27
Republic of Korea,2016,Life expectancy at age 60 (years),Male,22.69
Republic of Korea,2016,Life expectancy at age 60 (years),Female,27.41
Republic of Korea,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,73.04
Republic of Korea,2016,Healthy life expectancy (HALE) at birth (years),Male,70.71
Republic of Korea,2016,Healthy life expectancy (HALE) at birth (years),Female,75.13
Republic of Korea,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,19.68
Republic of Korea,2016,Healthy life expectancy (HALE) at age 60 (years),Male,17.59
Republic of Korea,2016,Healthy life expectancy (HALE) at age 60 (years),Female,21.42
Republic of Moldova,2016,Life expectancy at birth (years),Both sexes,71.5
Republic of Moldova,2016,Life expectancy at birth (years),Male,67.63
Republic of Moldova,2016,Life expectancy at birth (years),Female,75.29
Republic of Moldova,2016,Life expectancy at age 60 (years),Both sexes,17.56
Republic of Moldova,2016,Life expectancy at age 60 (years),Male,15.33
Republic of Moldova,2016,Life expectancy at age 60 (years),Female,19.36
Republic of Moldova,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,63.57
Republic of Moldova,2016,Healthy life expectancy (HALE) at birth (years),Male,60.67
Republic of Moldova,2016,Healthy life expectancy (HALE) at birth (years),Female,66.41
Republic of Moldova,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.72
Republic of Moldova,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.97
Republic of Moldova,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.13
Romania,2016,Life expectancy at birth (years),Both sexes,75.24
Romania,2016,Life expectancy at birth (years),Male,71.55
Romania,2016,Life expectancy at birth (years),Female,78.99
Romania,2016,Life expectancy at age 60 (years),Both sexes,20.15
Romania,2016,Life expectancy at age 60 (years),Male,17.76
Romania,2016,Life expectancy at age 60 (years),Female,22.24
Romania,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.65
Romania,2016,Healthy life expectancy (HALE) at birth (years),Male,63.71
Romania,2016,Healthy life expectancy (HALE) at birth (years),Female,69.7
Romania,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.47
Romania,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.52
Romania,2016,Healthy life expectancy (HALE) at age 60 (years),Female,17.18
Russian Federation,2016,Life expectancy at birth (years),Both sexes,71.87
Russian Federation,2016,Life expectancy at birth (years),Male,66.41
Russian Federation,2016,Life expectancy at birth (years),Female,77.17
Russian Federation,2016,Life expectancy at age 60 (years),Both sexes,19.43
Russian Federation,2016,Life expectancy at age 60 (years),Male,16.15
Russian Federation,2016,Life expectancy at age 60 (years),Female,21.82
Russian Federation,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,63.46
Russian Federation,2016,Healthy life expectancy (HALE) at birth (years),Male,59.1
Russian Federation,2016,Healthy life expectancy (HALE) at birth (years),Female,67.5
Russian Federation,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.87
Russian Federation,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.4
Russian Federation,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.66
Rwanda,2016,Life expectancy at birth (years),Both sexes,68.04
Rwanda,2016,Life expectancy at birth (years),Male,66.12
Rwanda,2016,Life expectancy at birth (years),Female,69.9
Rwanda,2016,Life expectancy at age 60 (years),Both sexes,18.49
Rwanda,2016,Life expectancy at age 60 (years),Male,17.66
Rwanda,2016,Life expectancy at age 60 (years),Female,19.18
Rwanda,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,59.92
Rwanda,2016,Healthy life expectancy (HALE) at birth (years),Male,58.82
Rwanda,2016,Healthy life expectancy (HALE) at birth (years),Female,60.98
Rwanda,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.18
Rwanda,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.76
Rwanda,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.52
Saint Lucia,2016,Life expectancy at birth (years),Both sexes,75.6
Saint Lucia,2016,Life expectancy at birth (years),Male,72.99
Saint Lucia,2016,Life expectancy at birth (years),Female,78.25
Saint Lucia,2016,Life expectancy at age 60 (years),Both sexes,22.07
Saint Lucia,2016,Life expectancy at age 60 (years),Male,20.39
Saint Lucia,2016,Life expectancy at age 60 (years),Female,23.68
Saint Lucia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.44
Saint Lucia,2016,Healthy life expectancy (HALE) at birth (years),Male,64.63
Saint Lucia,2016,Healthy life expectancy (HALE) at birth (years),Female,68.28
Saint Lucia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,17.13
Saint Lucia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.95
Saint Lucia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,18.27
Saint Vincent and the Grenadines,2016,Life expectancy at birth (years),Both sexes,71.96
Saint Vincent and the Grenadines,2016,Life expectancy at birth (years),Male,69.36
Saint Vincent and the Grenadines,2016,Life expectancy at birth (years),Female,74.89
Saint Vincent and the Grenadines,2016,Life expectancy at age 60 (years),Both sexes,19.12
Saint Vincent and the Grenadines,2016,Life expectancy at age 60 (years),Male,17.59
Saint Vincent and the Grenadines,2016,Life expectancy at age 60 (years),Female,20.74
Saint Vincent and the Grenadines,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,63.43
Saint Vincent and the Grenadines,2016,Healthy life expectancy (HALE) at birth (years),Male,61.53
Saint Vincent and the Grenadines,2016,Healthy life expectancy (HALE) at birth (years),Female,65.57
Saint Vincent and the Grenadines,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.75
Saint Vincent and the Grenadines,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.63
Saint Vincent and the Grenadines,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.92
Samoa,2016,Life expectancy at birth (years),Both sexes,75.07
Samoa,2016,Life expectancy at birth (years),Male,72.04
Samoa,2016,Life expectancy at birth (years),Female,78.37
