Location,Period,Indicator,Dim1,First Tooltip
Afghanistan,2016,Life expectancy at birth (years),Both sexes,62.69
Afghanistan,2016,Life expectancy at birth (years),Male,61.04
Afghanistan,2016,Life expectancy at birth (years),Female,64.5
Afghanistan,2016,Life expectancy at age 60 (years),Both sexes,16.29
Afghanistan,2016,Life expectancy at age 60 (years),Male,15.49
Afghanistan,2016,Life expectancy at age 60 (years),Female,17.08
Afghanistan,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,52.96
Afghanistan,2016,Healthy life expectancy (HALE) at birth (years),Male,52.13
Afghanistan,2016,Healthy life expectancy (HALE) at birth (years),Female,54.07
Afghanistan,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,11.31
Afghanistan,2016,Healthy life expectancy (HALE) at age 60 (years),Male,10.91
Afghanistan,2016,Healthy life expectancy (HALE) at age 60 (years),Female,11.7
Albania,2016,Life expectancy at birth (years),Both sexes,76.37
Albania,2016,Life expectancy at birth (years),Male,74.33
Albania,2016,Life expectancy at birth (years),Female,78.59
Albania,2016,Life expectancy at age 60 (years),Both sexes,20.77
Albania,2016,Life expectancy at age 60 (years),Male,19.36
Albania,2016,Life expectancy at age 60 (years),Female,22.29
Albania,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,68.13
Albania,2016,Healthy life expectancy (HALE) at birth (years),Male,66.74
Albania,2016,Healthy life expectancy (HALE) at birth (years),Female,69.62
Albania,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,16.33
Albania,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.32
Albania,2016,Healthy life expectancy (HALE) at age 60 (years),Female,17.41
Algeria,2016,Life expectancy at birth (years),Both sexes,76.36
Algeria,2016,Life expectancy at birth (years),Male,75.38
Algeria,2016,Life expectancy at birth (years),Female,77.38
Algeria,2016,Life expectancy at age 60 (years),Both sexes,21.92
Algeria,2016,Life expectancy at age 60 (years),Male,21.38
Algeria,2016,Life expectancy at age 60 (years),Female,22.46
Algeria,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,65.53
Algeria,2016,Healthy life expectancy (HALE) at birth (years),Male,65.45
Algeria,2016,Healthy life expectancy (HALE) at birth (years),Female,65.63
Algeria,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.77
Algeria,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.72
Algeria,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.82
Angola,2016,Life expectancy at birth (years),Both sexes,62.63
Angola,2016,Life expectancy at birth (years),Male,60.33
Angola,2016,Life expectancy at birth (years),Female,64.92
Angola,2016,Life expectancy at age 60 (years),Both sexes,17.35
Angola,2016,Life expectancy at age 60 (years),Male,16.46
Angola,2016,Life expectancy at age 60 (years),Female,18.12
Angola,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,55.79
Angola,2016,Healthy life expectancy (HALE) at birth (years),Male,53.81
Angola,2016,Healthy life expectancy (HALE) at birth (years),Female,57.74
Angola,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.63
Angola,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.87
Angola,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.29
Antigua and Barbuda,2016,Life expectancy at birth (years),Both sexes,75
Antigua and Barbuda,2016,Life expectancy at birth (years),Male,72.53
Antigua and Barbuda,2016,Life expectancy at birth (years),Female,77.46
Antigua and Barbuda,2016,Life expectancy at age 60 (years),Both sexes,19.69
Antigua and Barbuda,2016,Life expectancy at age 60 (years),Male,17.67
Antigua and Barbuda,2016,Life expectancy at age 60 (years),Female,21.67
Antigua and Barbuda,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.98
Antigua and Barbuda,2016,Healthy life expectancy (HALE) at birth (years),Male,65.17
Antigua and Barbuda,2016,Healthy life expectancy (HALE) at birth (years),Female,68.78
Antigua and Barbuda,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.57
Antigua and Barbuda,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.03
Antigua and Barbuda,2016,Healthy life expectancy (HALE) at age 60 (years),Female,17.07
Argentina,2016,Life expectancy at birth (years),Both sexes,76.95
Argentina,2016,Life expectancy at birth (years),Male,73.49
Argentina,2016,Life expectancy at birth (years),Female,80.26
Argentina,2016,Life expectancy at age 60 (years),Both sexes,21.84
Argentina,2016,Life expectancy at age 60 (years),Male,19.22
Argentina,2016,Life expectancy at age 60 (years),Female,24.09
Argentina,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,68.37
Argentina,2016,Healthy life expectancy (HALE) at birth (years),Male,65.9
Argentina,2016,Healthy life expectancy (HALE) at birth (years),Female,70.73
Argentina,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,17.35
Argentina,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.32
Argentina,2016,Healthy life expectancy (HALE) at age 60 (years),Female,19.1
Armenia,2016,Life expectancy at birth (years),Both sexes,74.84
Armenia,2016,Life expectancy at birth (years),Male,71.21
Armenia,2016,Life expectancy at birth (years),Female,78.13
Armenia,2016,Life expectancy at age 60 (years),Both sexes,19.58
Armenia,2016,Life expectancy at age 60 (years),Male,17.43
Armenia,2016,Life expectancy at age 60 (years),Female,21.36
Armenia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.3
Armenia,2016,Healthy life expectancy (HALE) at birth (years),Male,63.63
Armenia,2016,Healthy life expectancy (HALE) at birth (years),Female,68.7
Armenia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.12
Armenia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.65
Armenia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.33
Australia,2016,Life expectancy at birth (years),Both sexes,82.9
Australia,2016,Life expectancy at birth (years),Male,81.01
Australia,2016,Life expectancy at birth (years),Female,84.79
Australia,2016,Life expectancy at age 60 (years),Both sexes,25.61
Australia,2016,Life expectancy at age 60 (years),Male,24.27
Australia,2016,Life expectancy at age 60 (years),Female,26.9
Australia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,73
Australia,2016,Healthy life expectancy (HALE) at birth (years),Male,71.81
Australia,2016,Healthy life expectancy (HALE) at birth (years),Female,74.15
Australia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,20.38
Australia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,19.34
Australia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,21.38
Austria,2016,Life expectancy at birth (years),Both sexes,81.87
Austria,2016,Life expectancy at birth (years),Male,79.44
Austria,2016,Life expectancy at birth (years),Female,84.19
Austria,2016,Life expectancy at age 60 (years),Both sexes,24.38
Austria,2016,Life expectancy at age 60 (years),Male,22.47
Austria,2016,Life expectancy at age 60 (years),Female,26.08
Austria,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,72.4
Austria,2016,Healthy life expectancy (HALE) at birth (years),Male,70.88
Austria,2016,Healthy life expectancy (HALE) at birth (years),Female,73.9
Austria,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,19.32
Austria,2016,Healthy life expectancy (HALE) at age 60 (years),Male,17.89
Austria,2016,Healthy life expectancy (HALE) at age 60 (years),Female,20.61
Azerbaijan,2016,Life expectancy at birth (years),Both sexes,73.08
Azerbaijan,2016,Life expectancy at birth (years),Male,70.33
Azerbaijan,2016,Life expectancy at birth (years),Female,75.75
Azerbaijan,2016,Life expectancy at age 60 (years),Both sexes,18.95
Azerbaijan,2016,Life expectancy at age 60 (years),Male,17.18
Azerbaijan,2016,Life expectancy at age 60 (years),Female,20.49
Azerbaijan,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,64.88
Azerbaijan,2016,Healthy life expectancy (HALE) at birth (years),Male,62.8
Azerbaijan,2016,Healthy life expectancy (HALE) at birth (years),Female,66.91
Azerbaijan,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.62
Azerbaijan,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.26
Azerbaijan,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.8
Bahamas,2016,Life expectancy at birth (years),Both sexes,75.7
Bahamas,2016,Life expectancy at birth (years),Male,72.64
Bahamas,2016,Life expectancy at birth (years),Female,78.6
Bahamas,2016,Life expectancy at age 60 (years),Both sexes,22.62
Bahamas,2016,Life expectancy at age 60 (years),Male,20.74
Bahamas,2016,Life expectancy at age 60 (years),Female,24.13
Bahamas,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.84
Bahamas,2016,Healthy life expectancy (HALE) at birth (years),Male,64.72
Bahamas,2016,Healthy life expectancy (HALE) at birth (years),Female,68.84
Bahamas,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,17.68
Bahamas,2016,Healthy life expectancy (HALE) at age 60 (years),Male,16.35
Bahamas,2016,Healthy life expectancy (HALE) at age 60 (years),Female,18.75
Bahrain,2016,Life expectancy at birth (years),Both sexes,79.06
Bahrain,2016,Life expectancy at birth (years),Male,78.61
Bahrain,2016,Life expectancy at birth (years),Female,79.64
Bahrain,2016,Life expectancy at age 60 (years),Both sexes,21.73
Bahrain,2016,Life expectancy at age 60 (years),Male,21.47
Bahrain,2016,Life expectancy at age 60 (years),Female,21.97
Bahrain,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,68.07
Bahrain,2016,Healthy life expectancy (HALE) at birth (years),Male,68.31
Bahrain,2016,Healthy life expectancy (HALE) at birth (years),Female,67.6
Bahrain,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.95
Bahrain,2016,Healthy life expectancy (HALE) at age 60 (years),Male,16.04
Bahrain,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.8
Bangladesh,2016,Life expectancy at birth (years),Both sexes,72.66
Bangladesh,2016,Life expectancy at birth (years),Male,71.12
Bangladesh,2016,Life expectancy at birth (years),Female,74.42
Bangladesh,2016,Life expectancy at age 60 (years),Both sexes,19.64
Bangladesh,2016,Life expectancy at age 60 (years),Male,18.56
Bangladesh,2016,Life expectancy at age 60 (years),Female,20.88
Bangladesh,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,63.31
Bangladesh,2016,Healthy life expectancy (HALE) at birth (years),Male,62.61
Bangladesh,2016,Healthy life expectancy (HALE) at birth (years),Female,64.14
Bangladesh,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.67
Bangladesh,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.01
Bangladesh,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.42
Barbados,2016,Life expectancy at birth (years),Both sexes,75.59
Barbados,2016,Life expectancy at birth (years),Male,73.09
Barbados,2016,Life expectancy at birth (years),Female,77.99
Barbados,2016,Life expectancy at age 60 (years),Both sexes,19.84
Barbados,2016,Life expectancy at age 60 (years),Male,18.06
Barbados,2016,Life expectancy at age 60 (years),Female,21.47
Barbados,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.96
Barbados,2016,Healthy life expectancy (HALE) at birth (years),Male,65.39
Barbados,2016,Healthy life expectancy (HALE) at birth (years),Female,68.47
Barbados,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.57
Barbados,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.32
Barbados,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.72
Belarus,2016,Life expectancy at birth (years),Both sexes,74.16
Belarus,2016,Life expectancy at birth (years),Male,68.84
Belarus,2016,Life expectancy at birth (years),Female,79.18
Belarus,2016,Life expectancy at age 60 (years),Both sexes,19.58
Belarus,2016,Life expectancy at age 60 (years),Male,15.93
Belarus,2016,Life expectancy at age 60 (years),Female,22.31
Belarus,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,65.45
Belarus,2016,Healthy life expectancy (HALE) at birth (years),Male,61.39
Belarus,2016,Healthy life expectancy (HALE) at birth (years),Female,69.28
Belarus,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.1
Belarus,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.32
Belarus,2016,Healthy life expectancy (HALE) at age 60 (years),Female,17.18
Belgium,2016,Life expectancy at birth (years),Both sexes,81.16
Belgium,2016,Life expectancy at birth (years),Male,78.77
Belgium,2016,Life expectancy at birth (years),Female,83.48
Belgium,2016,Life expectancy at age 60 (years),Both sexes,24.05
Belgium,2016,Life expectancy at age 60 (years),Male,22.16
Belgium,2016,Life expectancy at age 60 (years),Female,25.77
Belgium,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,71.6
Belgium,2016,Healthy life expectancy (HALE) at birth (years),Male,70.16
Belgium,2016,Healthy life expectancy (HALE) at birth (years),Female,73.01
Belgium,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,18.82
Belgium,2016,Healthy life expectancy (HALE) at age 60 (years),Male,17.43
Belgium,2016,Healthy life expectancy (HALE) at age 60 (years),Female,20.09
Belize,2016,Life expectancy at birth (years),Both sexes,70.45
Belize,2016,Life expectancy at birth (years),Male,67.89
Belize,2016,Life expectancy at birth (years),Female,73.37
Belize,2016,Life expectancy at age 60 (years),Both sexes,17.1
Belize,2016,Life expectancy at age 60 (years),Male,15.83
Belize,2016,Life expectancy at age 60 (years),Female,18.59
Belize,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,62.52
Belize,2016,Healthy life expectancy (HALE) at birth (years),Male,60.73
Belize,2016,Healthy life expectancy (HALE) at birth (years),Female,64.54
Belize,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.37
Belize,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.46
Belize,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.41
Benin,2016,Life expectancy at birth (years),Both sexes,61.09
Benin,2016,Life expectancy at birth (years),Male,59.7
Benin,2016,Life expectancy at birth (years),Female,62.42
Benin,2016,Life expectancy at age 60 (years),Both sexes,17.21
Benin,2016,Life expectancy at age 60 (years),Male,16.57
Benin,2016,Life expectancy at age 60 (years),Female,17.71
Benin,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,53.46
Benin,2016,Healthy life expectancy (HALE) at birth (years),Male,52.5
Benin,2016,Healthy life expectancy (HALE) at birth (years),Female,54.37
Benin,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.28
Benin,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.75
Benin,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.71
Bhutan,2016,Life expectancy at birth (years),Both sexes,70.57
Bhutan,2016,Life expectancy at birth (years),Male,70.36
Bhutan,2016,Life expectancy at birth (years),Female,70.77
Bhutan,2016,Life expectancy at age 60 (years),Both sexes,20.66
Bhutan,2016,Life expectancy at age 60 (years),Male,20.69
Bhutan,2016,Life expectancy at age 60 (years),Female,20.61
Bhutan,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,60.67
Bhutan,2016,Healthy life expectancy (HALE) at birth (years),Male,60.81
Bhutan,2016,Healthy life expectancy (HALE) at birth (years),Female,60.47
Bhutan,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.67
Bhutan,2016,Healthy life expectancy (HALE) at age 60 (years),Male,14.74
Bhutan,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.59
Bolivia (Plurinational State of),2016,Life expectancy at birth (years),Both sexes,71.5
Bolivia (Plurinational State of),2016,Life expectancy at birth (years),Male,69.09
Bolivia (Plurinational State of),2016,Life expectancy at birth (years),Female,74.02
Bolivia (Plurinational State of),2016,Life expectancy at age 60 (years),Both sexes,21.43
Bolivia (Plurinational State of),2016,Life expectancy at age 60 (years),Male,20.24
Bolivia (Plurinational State of),2016,Life expectancy at age 60 (years),Female,22.6
Bolivia (Plurinational State of),2016,Healthy life expectancy (HALE) at birth (years),Both sexes,63.01
Bolivia (Plurinational State of),2016,Healthy life expectancy (HALE) at birth (years),Male,61.34
Bolivia (Plurinational State of),2016,Healthy life expectancy (HALE) at birth (years),Female,64.77
Bolivia (Plurinational State of),2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,16.45
Bolivia (Plurinational State of),2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.63
Bolivia (Plurinational State of),2016,Healthy life expectancy (HALE) at age 60 (years),Female,17.25
Bosnia and Herzegovina,2016,Life expectancy at birth (years),Both sexes,77.29
Bosnia and Herzegovina,2016,Life expectancy at birth (years),Male,74.75
Bosnia and Herzegovina,2016,Life expectancy at birth (years),Female,79.76
Bosnia and Herzegovina,2016,Life expectancy at age 60 (years),Both sexes,20.66
Bosnia and Herzegovina,2016,Life expectancy at age 60 (years),Male,18.81
Bosnia and Herzegovina,2016,Life expectancy at age 60 (years),Female,22.3
Bosnia and Herzegovina,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,67.17
Bosnia and Herzegovina,2016,Healthy life expectancy (HALE) at birth (years),Male,64.92
Bosnia and Herzegovina,2016,Healthy life expectancy (HALE) at birth (years),Female,69.38
Bosnia and Herzegovina,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.36
Bosnia and Herzegovina,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.77
Bosnia and Herzegovina,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.77
Botswana,2016,Life expectancy at birth (years),Both sexes,66.05
Botswana,2016,Life expectancy at birth (years),Male,63.56
Botswana,2016,Life expectancy at birth (years),Female,68.41
Botswana,2016,Life expectancy at age 60 (years),Both sexes,17.42
Botswana,2016,Life expectancy at age 60 (years),Male,15.93
Botswana,2016,Life expectancy at age 60 (years),Female,18.62
Botswana,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,57.47
Botswana,2016,Healthy life expectancy (HALE) at birth (years),Male,55.24
Botswana,2016,Healthy life expectancy (HALE) at birth (years),Female,59.55
Botswana,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,13.15
Botswana,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.68
Botswana,2016,Healthy life expectancy (HALE) at age 60 (years),Female,14.33
Brazil,2016,Life expectancy at birth (years),Both sexes,75.14
Brazil,2016,Life expectancy at birth (years),Male,71.44
Brazil,2016,Life expectancy at birth (years),Female,78.88
Brazil,2016,Life expectancy at age 60 (years),Both sexes,21.68
Brazil,2016,Life expectancy at age 60 (years),Male,19.73
Brazil,2016,Life expectancy at age 60 (years),Female,23.41
Brazil,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.04
Brazil,2016,Healthy life expectancy (HALE) at birth (years),Male,63.4
Brazil,2016,Healthy life expectancy (HALE) at birth (years),Female,68.71
Brazil,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,16.68
Brazil,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.34
Brazil,2016,Healthy life expectancy (HALE) at age 60 (years),Female,17.87
Brunei Darussalam,2016,Life expectancy at birth (years),Both sexes,76.43
Brunei Darussalam,2016,Life expectancy at birth (years),Male,75.34
Brunei Darussalam,2016,Life expectancy at birth (years),Female,77.55
Brunei Darussalam,2016,Life expectancy at age 60 (years),Both sexes,20.45
Brunei Darussalam,2016,Life expectancy at age 60 (years),Male,19.79
Brunei Darussalam,2016,Life expectancy at age 60 (years),Female,21.07
Brunei Darussalam,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,67.9
Brunei Darussalam,2016,Healthy life expectancy (HALE) at birth (years),Male,67
Brunei Darussalam,2016,Healthy life expectancy (HALE) at birth (years),Female,68.8
Brunei Darussalam,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.81
Brunei Darussalam,2016,Healthy life expectancy (HALE) at age 60 (years),Male,15.07
Brunei Darussalam,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.52
Bulgaria,2016,Life expectancy at birth (years),Both sexes,74.84
Bulgaria,2016,Life expectancy at birth (years),Male,71.36
Bulgaria,2016,Life expectancy at birth (years),Female,78.44
Bulgaria,2016,Life expectancy at age 60 (years),Both sexes,19.76
Bulgaria,2016,Life expectancy at age 60 (years),Male,17.35
Bulgaria,2016,Life expectancy at age 60 (years),Female,21.93
Bulgaria,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,66.37
Bulgaria,2016,Healthy life expectancy (HALE) at birth (years),Male,63.53
Bulgaria,2016,Healthy life expectancy (HALE) at birth (years),Female,69.21
Bulgaria,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,15.13
Bulgaria,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.24
Bulgaria,2016,Healthy life expectancy (HALE) at age 60 (years),Female,16.83
Burkina Faso,2016,Life expectancy at birth (years),Both sexes,60.32
Burkina Faso,2016,Life expectancy at birth (years),Male,59.61
Burkina Faso,2016,Life expectancy at birth (years),Female,60.89
Burkina Faso,2016,Life expectancy at age 60 (years),Both sexes,15.49
Burkina Faso,2016,Life expectancy at age 60 (years),Male,14.98
Burkina Faso,2016,Life expectancy at age 60 (years),Female,15.84
Burkina Faso,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,52.91
Burkina Faso,2016,Healthy life expectancy (HALE) at birth (years),Male,52.65
Burkina Faso,2016,Healthy life expectancy (HALE) at birth (years),Female,53.08
Burkina Faso,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,11.71
Burkina Faso,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.35
Burkina Faso,2016,Healthy life expectancy (HALE) at age 60 (years),Female,11.96
Burundi,2016,Life expectancy at birth (years),Both sexes,60.1
Burundi,2016,Life expectancy at birth (years),Male,58.45
Burundi,2016,Life expectancy at birth (years),Female,61.77
Burundi,2016,Life expectancy at age 60 (years),Both sexes,16.59
Burundi,2016,Life expectancy at age 60 (years),Male,15.9
Burundi,2016,Life expectancy at age 60 (years),Female,17.25
Burundi,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,52.56
Burundi,2016,Healthy life expectancy (HALE) at birth (years),Male,51.19
Burundi,2016,Healthy life expectancy (HALE) at birth (years),Female,53.96
Burundi,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.3
Burundi,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.76
Burundi,2016,Healthy life expectancy (HALE) at age 60 (years),Female,12.83
Cabo Verde,2016,Life expectancy at birth (years),Both sexes,73.17
Cabo Verde,2016,Life expectancy at birth (years),Male,71.13
Cabo Verde,2016,Life expectancy at birth (years),Female,74.96
Cabo Verde,2016,Life expectancy at age 60 (years),Both sexes,18.64
Cabo Verde,2016,Life expectancy at age 60 (years),Male,17.21
Cabo Verde,2016,Life expectancy at age 60 (years),Female,19.74
Cabo Verde,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,64.53
Cabo Verde,2016,Healthy life expectancy (HALE) at birth (years),Male,63.09
Cabo Verde,2016,Healthy life expectancy (HALE) at birth (years),Female,65.76
Cabo Verde,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,14.48
Cabo Verde,2016,Healthy life expectancy (HALE) at age 60 (years),Male,13.24
Cabo Verde,2016,Healthy life expectancy (HALE) at age 60 (years),Female,15.43
Cambodia,2016,Life expectancy at birth (years),Both sexes,69.37
Cambodia,2016,Life expectancy at birth (years),Male,67.31
Cambodia,2016,Life expectancy at birth (years),Female,71.22
Cambodia,2016,Life expectancy at age 60 (years),Both sexes,17.37
Cambodia,2016,Life expectancy at age 60 (years),Male,16.51
Cambodia,2016,Life expectancy at age 60 (years),Female,17.98
Cambodia,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,60.82
Cambodia,2016,Healthy life expectancy (HALE) at birth (years),Male,59.39
Cambodia,2016,Healthy life expectancy (HALE) at birth (years),Female,62.1
Cambodia,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.82
Cambodia,2016,Healthy life expectancy (HALE) at age 60 (years),Male,12.23
Cambodia,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.24
Cameroon,2016,Life expectancy at birth (years),Both sexes,58.06
Cameroon,2016,Life expectancy at birth (years),Male,56.71
Cameroon,2016,Life expectancy at birth (years),Female,59.44
Cameroon,2016,Life expectancy at age 60 (years),Both sexes,16.48
Cameroon,2016,Life expectancy at age 60 (years),Male,15.73
Cameroon,2016,Life expectancy at age 60 (years),Female,17.17
Cameroon,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,51.07
Cameroon,2016,Healthy life expectancy (HALE) at birth (years),Male,50.12
Cameroon,2016,Healthy life expectancy (HALE) at birth (years),Female,52.05
Cameroon,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,12.54
Cameroon,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.93
Cameroon,2016,Healthy life expectancy (HALE) at age 60 (years),Female,13.1
Canada,2016,Life expectancy at birth (years),Both sexes,82.81
Canada,2016,Life expectancy at birth (years),Male,80.87
Canada,2016,Life expectancy at birth (years),Female,84.67
Canada,2016,Life expectancy at age 60 (years),Both sexes,25.67
Canada,2016,Life expectancy at age 60 (years),Male,24.18
Canada,2016,Life expectancy at age 60 (years),Female,27.02
Canada,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,73.19
Canada,2016,Healthy life expectancy (HALE) at birth (years),Male,71.99
Canada,2016,Healthy life expectancy (HALE) at birth (years),Female,74.34
Canada,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,20.52
Canada,2016,Healthy life expectancy (HALE) at age 60 (years),Male,19.39
Canada,2016,Healthy life expectancy (HALE) at age 60 (years),Female,21.56
Central African Republic,2016,Life expectancy at birth (years),Both sexes,53.04
Central African Republic,2016,Life expectancy at birth (years),Male,51.71
Central African Republic,2016,Life expectancy at birth (years),Female,54.36
Central African Republic,2016,Life expectancy at age 60 (years),Both sexes,16.02
Central African Republic,2016,Life expectancy at age 60 (years),Male,15.4
Central African Republic,2016,Life expectancy at age 60 (years),Female,16.54
Central African Republic,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,44.88
Central African Republic,2016,Healthy life expectancy (HALE) at birth (years),Male,43.88
Central African Republic,2016,Healthy life expectancy (HALE) at birth (years),Female,45.87
Central African Republic,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,11.18
Central African Republic,2016,Healthy life expectancy (HALE) at age 60 (years),Male,10.74
Central African Republic,2016,Healthy life expectancy (HALE) at age 60 (years),Female,11.55
Chad,2016,Life expectancy at birth (years),Both sexes,54.26
Chad,2016,Life expectancy at birth (years),Male,53.12
Chad,2016,Life expectancy at birth (years),Female,55.4
Chad,2016,Life expectancy at age 60 (years),Both sexes,15.92
Chad,2016,Life expectancy at age 60 (years),Male,15.35
Chad,2016,Life expectancy at age 60 (years),Female,16.42
Chad,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,47.23
Chad,2016,Healthy life expectancy (HALE) at birth (years),Male,46.48
Chad,2016,Healthy life expectancy (HALE) at birth (years),Female,47.98
Chad,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,11.55
Chad,2016,Healthy life expectancy (HALE) at age 60 (years),Male,11.15
Chad,2016,Healthy life expectancy (HALE) at age 60 (years),Female,11.91
Chile,2016,Life expectancy at birth (years),Both sexes,79.52
Chile,2016,Life expectancy at birth (years),Male,76.53
Chile,2016,Life expectancy at birth (years),Female,82.39
Chile,2016,Life expectancy at age 60 (years),Both sexes,23.44
Chile,2016,Life expectancy at age 60 (years),Male,21.25
Chile,2016,Life expectancy at age 60 (years),Female,25.35
Chile,2016,Healthy life expectancy (HALE) at birth (years),Both sexes,69.74
Chile,2016,Healthy life expectancy (HALE) at birth (years),Male,67.86
Chile,2016,Healthy life expectancy (HALE) at birth (years),Female,71.54
Chile,2016,Healthy life expectancy (HALE) at age 60 (years),Both sexes,17.99
Chile,2016,Healthy life expectancy (HALE) at age 60 (years),Male,16.46
Chile,2016,Healthy life expectancy (HALE) at age 60 (years),Female,19.31
China,2016,Life expectancy at birth (years),Both sexes,76.39
